2024-05-23 22:29:28,164 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-05-23 22:29:28,188 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-05-23 22:29:28,189 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-05-23 22:29:28,189 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-05-23 22:29:28,191 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-05-23 22:29:28,192 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-05-23 22:29:28,192 INFO  SwAddin.cs: 201 - Setting up command manager
2024-05-23 22:29:28,193 INFO  SwAddin.cs: 204 - Adding command manager
2024-05-23 22:29:28,194 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-05-23 22:29:28,195 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-05-23 22:29:28,196 INFO  SwAddin.cs: 210 - Adding event handlers
2024-05-23 22:29:28,212 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-05-23 22:44:35,101 INFO  SwAddin.cs: 294 - Assembly export called for file Assem20.SLDASM
2024-05-23 22:44:35,103 INFO  SwAddin.cs: 299 - Save is required
2024-05-23 22:44:35,103 INFO  SwAddin.cs: 313 - Saving assembly
2024-05-23 22:44:36,561 INFO  SwAddin.cs: 316 - Opening property manager
2024-05-23 22:44:36,580 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem20.SLDASM
2024-05-23 22:44:36,586 INFO  ExportHelperExtension.cs: 1136 - Found 46 in Assem20.SLDASM
2024-05-23 22:44:36,587 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem20.SLDASM
2024-05-23 22:44:36,587 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-23 22:44:36,588 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2024-05-23 22:44:36,589 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from JOINT2-1
2024-05-23 22:44:36,589 INFO  ExportHelperExtension.cs: 1136 - Found 23 in JOINT2-1
2024-05-23 22:44:36,590 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in JOINT2-1
2024-05-23 22:44:36,590 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from JOINT4-1
2024-05-23 22:44:36,590 INFO  ExportHelperExtension.cs: 1136 - Found 23 in JOINT4-1
2024-05-23 22:44:36,591 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in JOINT4-1
2024-05-23 22:44:36,591 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from JOINT1-1
2024-05-23 22:44:36,592 INFO  ExportHelperExtension.cs: 1136 - Found 23 in JOINT1-1
2024-05-23 22:44:36,592 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in JOINT1-1
2024-05-23 22:44:36,592 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from JOINT5-1
2024-05-23 22:44:36,593 INFO  ExportHelperExtension.cs: 1136 - Found 23 in JOINT5-1
2024-05-23 22:44:36,593 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in JOINT5-1
2024-05-23 22:44:36,593 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BASE-1
2024-05-23 22:44:36,594 INFO  ExportHelperExtension.cs: 1136 - Found 24 in BASE-1
2024-05-23 22:44:36,594 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BASE-1
2024-05-23 22:44:36,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from JOINT3-2
2024-05-23 22:44:36,595 INFO  ExportHelperExtension.cs: 1136 - Found 23 in JOINT3-2
2024-05-23 22:44:36,595 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in JOINT3-2
2024-05-23 22:44:36,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Desk-1
2024-05-23 22:44:36,597 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Desk-1
2024-05-23 22:44:36,597 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Desk-1
2024-05-23 22:44:36,597 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem20.SLDASM
2024-05-23 22:44:36,597 INFO  ExportHelperExtension.cs: 1136 - Found 46 in Assem20.SLDASM
2024-05-23 22:44:36,597 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem20.SLDASM
2024-05-23 22:44:36,597 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-23 22:44:36,598 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2024-05-23 22:44:36,598 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from JOINT2-1
